ToyStory3_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 131160105, "verified": false, "profile_sidebar_fill_color": "ffffff", "profile_text_color": "1e00ff", "followers_count": 2604, "profile_sidebar_border_color": "000000", "location": "", "profile_background_color": "ffffff", "listed_count": 143, "status": {"favorited": false, "contributors": null, "source": "web", "text": "おもちゃ同士の固い絆がテーマの「トイ・ストーリー3」。今回、W杯でチームの要として活躍した大久保嘉人選手と、ヴィッセルの田中英雄選手とのトークショーが、8/2にOSシネマズミント神戸にて開催されます！チケットは7/30から発売開始。お近くの方は是非。　#toystory3jp", "created_at": "Thu Jul 29 12:40:19 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [126, 138], "text": "toystory3jp"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19822534620}, "utc_offset": -36000, "statuses_count": 100, "description": "7.10（土）映画『トイ・ストーリー3』公開記念　日本版ディズニー/ピクサー公式アカウントです。恐れ入りますが、こちらでは皆様からのご質問をお受けすることができません。また、投稿内容は削除させて頂く場合がございますので予めご了承下さい。(C)DISNEY/PIXAR", "friends_count": 3, "profile_link_color": "038543", "profile_image_url": "http://a1.twimg.com/profile_images/809201557/sub2_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/104511799/3twitter.jpg", "name": "映画『トイ・ストーリー３』公式", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "ToyStory3_jp", "url": "http://www.disney.co.jp/toystory/", "created_at": "Fri Apr 09 13:02:26 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
moriguchibot	{"follow_request_sent": false, "profile_use_background_image": false, "id": 142905582, "verified": false, "profile_sidebar_fill_color": "44afe8", "profile_text_color": "333333", "followers_count": 1272, "profile_sidebar_border_color": "478aff", "location": "", "profile_background_color": "44afe8", "listed_count": 84, "status": {"favorited": false, "contributors": null, "source": "web", "text": "私の「告白」はここで終わります。この結末を見届けたい方は、6月5日（土）映画館でお会いしましょう。", "created_at": "Fri Jun 04 10:44:17 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 15407078902}, "utc_offset": 32400, "statuses_count": 36, "description": "「告白」森口botです。私自身の「告白」を6/5（土）の映画公開までつぶやきながら、「告白」関連のつぶやきをしているかたをフォローしていきます。\r\n公式スタッフアカウントは\r\nhttp://twitter.com/kokuhakushimasu　です。", "friends_count": 1203, "profile_link_color": "0033ff", "profile_image_url": "http://a1.twimg.com/profile_images/914815889/__________normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280528898/images/themes/theme1/bg.png", "name": "映画「告白」森口先生の告白", "lang": "ja", "profile_background_tile": false, "favourites_count": 1, "screen_name": "moriguchibot", "url": "http://tsutaya.jp/twmoviekokuhaku/", "created_at": "Wed May 12 02:06:59 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
hero_show	{"follow_request_sent": false, "profile_use_background_image": true, "id": 132112025, "verified": false, "profile_sidebar_fill_color": "ffd812", "profile_text_color": "000000", "followers_count": 822, "profile_sidebar_border_color": "f5a020", "location": "", "profile_background_color": "000000", "listed_count": 51, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.echofon.com/\" rel=\"nofollow\">Echofon</a>", "text": "只今、ウチくる！？に監督とジャルジャルのお二人がゲスト出演中！ #heroshow", "created_at": "Sun Jun 06 03:25:41 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [32, 41], "text": "heroshow"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 15530157912}, "utc_offset": 32400, "statuses_count": 408, "description": "5月29日(土)角川シネマ新宿他 全国ロードショー、映画「ヒーローショー」公式Twitter。井筒和幸監督、３年ぶりの最新作は、R-15指定！もがき苦しむ若者たちを描く、青春★バイオレンス★エンターテインメント！！", "friends_count": 1, "profile_link_color": "FF0000", "profile_image_url": "http://a0.twimg.com/profile_images/824492348/twitter_icon_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/92317087/TwitterTemplate-ja.jpg", "name": "映画『ヒーローショー』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "hero_show", "url": "http://www.hero-show.jp/", "created_at": "Mon Apr 12 09:19:36 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
kenta_jun_kayo	{"follow_request_sent": false, "profile_use_background_image": true, "id": 110629027, "verified": false, "profile_sidebar_fill_color": "49bced", "profile_text_color": "333333", "followers_count": 1017, "profile_sidebar_border_color": "b8e1f5", "location": "この国、日本", "profile_background_color": "266f94", "listed_count": 105, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">HootSuite</a>", "text": "70年代日活ロマンポルノの黄金期を彩った伊佐山ひろ子さんの１４年ぶりの著書「海と川の匂い」の刊行記念でご本人によるトークショーがあるそうです！お相手は松江哲明監督と演出家の大根仁さん。ディープな話が聞けそう！http://bit.ly/a18RiO", "created_at": "Wed Jul 28 03:53:34 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [104, 124], "url": "http://bit.ly/a18RiO", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19711493964}, "utc_offset": 32400, "statuses_count": 407, "description": "プロデューサー中野朝子が、はじめてのtwitterで、この映画のことやそうでないこと、あれこれつぶやきます！", "friends_count": 1021, "profile_link_color": "0084B4", "profile_image_url": "http://a0.twimg.com/profile_images/671071548/Twiter______normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/86867488/kjk_twitter.jpg", "name": "映画『ケンタとジュンとカヨちゃんの国』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "kenta_jun_kayo", "url": "http://www.kjk-movie.jp", "created_at": "Tue Feb 02 06:19:48 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
kokuhakushimasu	{"follow_request_sent": false, "profile_use_background_image": true, "id": 140782396, "verified": false, "profile_sidebar_fill_color": "ffe3ee", "profile_text_color": "000000", "followers_count": 1323, "profile_sidebar_border_color": "ffbfe9", "location": "", "profile_background_color": "ff136a", "listed_count": 125, "status": {"favorited": false, "contributors": null, "source": "web", "text": "映画『告白』ついに興行収入33億円・観客動員260万人突破しました！まだ観ていない方はお早めに！！\n原作もまだまだ売れてるみたいですね→http://headlines.yahoo.co.jp/hl?a=20100720-00000511-san-ent（宣伝Y）", "created_at": "Tue Jul 20 06:03:05 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [68, 127], "url": "http://headlines.yahoo.co.jp/hl?a=20100720-00000511-san-ent", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 18972371309}, "utc_offset": 32400, "statuses_count": 92, "description": "衝撃のベストセラー×中島哲也監督×\r\n松たか子×岡田将生・木村佳乃×37人の13歳＝前代未聞、報復絶倒、驚愕・仰天・極限のエンターテインメントが誕生。物語は【告白】で始まり、【告白】で繋がり、【告白】で終わる。R-15指定。６月５日(土)ロードショー！映画に関する情報を静かに告白していきます。", "friends_count": 2, "profile_link_color": "ff136a", "profile_image_url": "http://a0.twimg.com/profile_images/877880892/profile_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/98916299/bg.jpg", "name": "映画『告白』スタッフ", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "kokuhakushimasu", "url": "http://kokuhaku-shimasu.jp/", "created_at": "Thu May 06 10:46:17 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
kimi_natsu	{"follow_request_sent": false, "profile_use_background_image": true, "id": 145212811, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 768, "profile_sidebar_border_color": "87bc44", "location": "", "profile_background_color": "9ae4e8", "listed_count": 38, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twipple.jp/\" rel=\"nofollow\">ついっぷる</a>", "text": "なんだね。ありがとう！ RT @mimimisososo: @kimi_natsu メンテナンスしてたんですってｗ", "created_at": "Mon Aug 02 13:23:01 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [15, 28], "id": 111775824, "screen_name": "mimimisososo", "name": "味噌"}, {"indices": [30, 41], "id": 145212811, "screen_name": "kimi_natsu", "name": "映画『君が踊る、夏』"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20138859775}, "utc_offset": -36000, "statuses_count": 185, "description": "溝端淳平主演映画「君が踊る、夏」（9.11ロードショー)のオフィシャルアカウントです。", "friends_count": 665, "profile_link_color": "0000ff", "profile_image_url": "http://a1.twimg.com/profile_images/955470549/fortoeisite_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280770681/images/themes/theme1/bg.png", "name": "映画『君が踊る、夏』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "kimi_natsu", "url": "http://www.kimi-natsu.com/", "created_at": "Tue May 18 11:47:14 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
FLOWERS_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 141261264, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 1364, "profile_sidebar_border_color": "C0DEED", "location": "", "profile_background_color": "C0DEED", "listed_count": 94, "status": {"favorited": false, "contributors": null, "source": "web", "text": "お母さんとご覧になると語り合いたくなることも多い内容ですよね。感謝！ RT @Macrko @FLOWERS_movie 母と二回目を観てきました。映像の細やかさと共に、「女性としてのあるべき姿、いまを生き抜く勇気」と「女と役割、立場」を考えさせられます。涙とともに心洗われます", "created_at": "Thu Jul 15 02:46:00 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [38, 45], "id": 135382103, "screen_name": "Macrko", "name": "Mac"}, {"indices": [46, 60], "id": 141261264, "screen_name": "FLOWERS_movie", "name": "映画「FLOWERS」"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 18569199152}, "utc_offset": -36000, "statuses_count": 1684, "description": "６大女優の夢の競演！映画「FLOWERS」の公式アカウント。昭和から現代へそれぞれの時代を精一杯に生きる女性達を鮮やかに描きます。６月１２日（土）より全国ロードショー！／蒼井優／鈴木京香／竹内結子／田中麗奈／仲間由紀恵／広末涼子／主題歌DREAMS COMES TRUE", "friends_count": 1781, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/891303633/flowers_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/100450961/flowers.jpg", "name": "映画「FLOWERS」", "lang": "ja", "profile_background_tile": true, "favourites_count": 598, "screen_name": "FLOWERS_movie", "url": "http://flowers-movie.jp/", "created_at": "Fri May 07 16:07:46 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
sankaku_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 106653161, "verified": false, "profile_sidebar_fill_color": "fad4d9", "profile_text_color": "4e361c", "followers_count": 573, "profile_sidebar_border_color": "f1bdc4", "location": "", "profile_background_color": "ffffff", "listed_count": 69, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.flight.co.jp/iPhone/TweetMe/\" rel=\"nofollow\">TweetMe for iPhone</a>", "text": "ありがとうございます。RT @nobomba: 映画「さんかく」( @sankaku_movie ) 恥ずかしながら、Yahooに久しぶりにレビュってみた。 http://bit.ly/dsfEfL", "created_at": "Mon Jul 26 07:43:54 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [14, 22], "id": 37347127, "screen_name": "nobomba", "name": "のぼんば 祝Kick-Ass公開決定！"}, {"indices": [34, 48], "id": 106653161, "screen_name": "sankaku_movie", "name": "映画「さんかく」"}], "hashtags": [], "urls": [{"indices": [79, 99], "url": "http://bit.ly/dsfEfL", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19556499457}, "utc_offset": 32400, "statuses_count": 1316, "description": "映画『さんかく』公式つぶやき。スタッフが入れ替わり立ち代わり日ごろのできごとをつぶやいていきます！\n出演:高岡蒼甫、小野恵令奈、田畑智子　監督:吉田恵輔\nただいま、東京、川崎、博多にて公開中！！", "friends_count": 1, "profile_link_color": "4b9d36", "profile_image_url": "http://a0.twimg.com/profile_images/643369352/icon_sankaku_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/96474517/bg.jpg", "name": "映画「さんかく」", "lang": "ja", "profile_background_tile": false, "favourites_count": 3, "screen_name": "sankaku_movie", "url": "http://www.sankaku-movie.com", "created_at": "Wed Jan 20 06:48:56 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
soulpower_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 126286933, "verified": false, "profile_sidebar_fill_color": "ffe100", "profile_text_color": "333333", "followers_count": 750, "profile_sidebar_border_color": "ffc517", "location": "tokyo", "profile_background_color": "000000", "listed_count": 90, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://cotweet.com/?utm_source=sp1\" rel=\"nofollow\">CoTweet</a>", "text": "UPLINK FACTORY: 『ソウル・パワー』 - 本日の上映は、11:00から。http://cot.ag/aszlVT", "created_at": "Tue Aug 03 01:21:22 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [43, 63], "url": "http://cot.ag/aszlVT", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20183406646}, "utc_offset": 32400, "statuses_count": 325, "description": "2010年6月12 日（土）より、シネセゾン渋谷、吉祥寺バウスシアター、新宿K'sシネマ、川崎チネチッタほか全国順次公開。1974年、ザイールで伝説の音楽祭“ザイール '74”が行われた。ジェームス・ブラウン、B.B.キングらがザイールに集結。圧巻のドキュメンタリー！ハッシュタグは #sp_jp", "friends_count": 65, "profile_link_color": "fa0a86", "profile_image_url": "http://a3.twimg.com/profile_images/774228599/sp_icon_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/91415106/soulpower_omote.jpg", "name": "映画『ソウル・パワー』", "lang": "ja", "profile_background_tile": true, "favourites_count": 17, "screen_name": "soulpower_jp", "url": "http://www.uplink.co.jp/soulpower/", "created_at": "Thu Mar 25 11:00:51 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
nobaramovie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 135878837, "verified": false, "profile_sidebar_fill_color": "fdedff", "profile_text_color": "333333", "followers_count": 558, "profile_sidebar_border_color": "ffe3f1", "location": "高知", "profile_background_color": "ffffff", "listed_count": 64, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twtr.jp\" rel=\"nofollow\">Keitai Web</a>", "text": "@tanipro こちらこそステキなつぶやき「ありがとう」ございます！", "created_at": "Sat May 22 12:41:09 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 8], "id": 42420114, "screen_name": "tanipro", "name": "タニプロ　ドットコム(Tanipro)"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": 14486837746, "in_reply_to_screen_name": "tanipro", "in_reply_to_user_id": 42420114, "place": null, "geo": null, "id": 14491147934}, "utc_offset": null, "statuses_count": 110, "description": "西原理恵子が大人の女性の恋心を描いた原作マンガを菅野美穂主演で映画化。『パーマネント野ばら』", "friends_count": 547, "profile_link_color": "ef5397", "profile_image_url": "http://a1.twimg.com/profile_images/854770189/pn_t_icon_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/94612182/pn_t.jpg", "name": "映画『パーマネント野ばら』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "nobaramovie", "url": "http://www.nobara.jp/", "created_at": "Thu Apr 22 13:17:21 +0000 2010", "contributors_enabled": false, "time_zone": null, "protected": false, "following": false}
solanin_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 104850567, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 6959, "protected": false, "location": "Japan", "profile_background_color": "C0DEED", "listed_count": 456, "status": {"favorited": false, "contributors": null, "source": "web", "text": "こんにちは。DVD購入者参加キャンペーンの賞品、ムスタングギターに\n宮埼あおいさん、桐谷健太さん、近藤洋一さん、浅野いにおさんのサインいただきました！\n世界に2本しかない激レアギターです！応募詳細は公式サイトにて #solanin", "created_at": "Fri Jul 30 06:35:24 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [107, 115], "text": "solanin"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19889998471}, "utc_offset": 32400, "statuses_count": 2249, "description": "それは、二人の想いをつなぐ歌―。切なく胸に鳴り響く、青春恋愛映画が誕生！　4月3日公開の映画「ソラニン」の情報や魅力をつぶやきます。いただいたコメント全てにはお返事できませんが、できる限り頑張ります！　宜しくお願いしますm(_ _)m", "friends_count": 7012, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/632617685/solanin_tw_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/72312676/426x284.jpg", "name": "映画「ソラニン」", "lang": "ja", "profile_background_tile": true, "favourites_count": 309, "screen_name": "solanin_movie", "url": "http://solanin-movie.jp/", "created_at": "Thu Jan 14 16:01:08 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
okannoyomeiri	{"follow_request_sent": false, "profile_use_background_image": true, "id": 146346546, "verified": false, "profile_sidebar_fill_color": "ffffff", "profile_text_color": "333333", "followers_count": 1089, "protected": false, "location": "", "profile_background_color": "B2DFDA", "listed_count": 72, "status": {"favorited": false, "contributors": null, "source": "web", "text": "ハチ、早起き。　今日と明日は呉美保監督の取材日です！　間もなく来社。（PT)", "created_at": "Tue Aug 03 02:20:32 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20187263193}, "utc_offset": 32400, "statuses_count": 909, "description": "9月4日（土）公開の映画「オカンの嫁入り」の公式ツイッター！ 監督：呉美保、出演：宮﨑あおい、大竹しのぶ、桐谷健太、絵沢萠子、國村隼、配給：角川映画。 マスコット犬・黒パグのハチが、映画に関するあれこれをつぶやくワン！  http://twilog.org/okannoyomeiri", "friends_count": 1958, "profile_link_color": "93A644", "profile_image_url": "http://a3.twimg.com/profile_images/937220007/________normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/121001612/okannoyomeiri_twitter01.jpg", "name": "映画「オカンの嫁入り」", "lang": "ja", "profile_background_tile": false, "favourites_count": 49, "screen_name": "okannoyomeiri", "url": "http://www.okannoyomeiri.jp", "created_at": "Fri May 21 06:04:15 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "eeeeee", "following": false}
Gegegenoeiga	{"follow_request_sent": false, "profile_use_background_image": true, "id": 167320728, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 418, "protected": false, "location": "日本", "profile_background_color": "9ae4e8", "listed_count": 49, "status": {"favorited": false, "contributors": null, "source": "web", "text": "映画『ゲゲゲの女房』のエンディングテーマ曲が今週の８日開催のWORLD HAPPINESS 2010で初披露です。ムーンライダーズguest小島麻由美。\nhttp://world-happiness.com/index.html　晴れますように。 #gegege_eiga", "created_at": "Mon Aug 02 02:43:02 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [124, 136], "text": "gegege_eiga"}], "urls": [{"indices": [77, 114], "url": "http://world-happiness.com/index.html", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20107632065}, "utc_offset": null, "statuses_count": 10, "description": "映画『ゲゲゲの女房』11月公開！ 原作：武良布枝 「ゲゲゲの女房」(実業之日本社刊) 主演：吹石一恵、宮藤官九郎 監督：鈴木卓爾 ", "friends_count": 38, "profile_link_color": "0000ff", "profile_image_url": "http://a1.twimg.com/profile_images/1079682025/gegege_profile_icon_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280528898/images/themes/theme1/bg.png", "name": "映画『ゲゲゲの女房』", "lang": "ja", "profile_background_tile": false, "favourites_count": 1, "screen_name": "Gegegenoeiga", "url": "http://www.gegege-eiga.com", "created_at": "Fri Jul 16 08:16:55 +0000 2010", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "87bc44", "following": false}
